"Id","Nimi","Ainekset","Valmistusohje","Huomio","Valmistuspvt","Arvio","Ominaisuus","Doshat","Luokka","Vuodenaika","Kasvikset","Kotimaa","Pisteet","Tyyppi","Suosikki","OmaLista","Author"
"241","Yrttikastike","1 ruukullinen tuoretta basilikaa;1/2 ruukullista persiljaa;2 tlk ranskankermaa;2 rkl hunaja-viinietikkaa;1 tl ranskalaista sinappia;1/2 tl sitruunapippuria;1/2 tl (mauste)suolaa;2 tl hunajaa","Leikkaa yrtit varsineen kasvualustastaan ja hienonna monitoimikoneessa. Lisää ranskankerma, viinietikka, sinappi ja mausteet. Sekoita. Annan maustua.;","","","Ei testattu","Gluteiiniton;Munaton","","Grilliruoan/lihan lisäke;Dippikastike","Kesä","persilja;basilika","","0","Lisäkeruoka","0","",""
"242","Fetanmakuinen Kastike","1 tlk kermaviiliä;1 dl fetajuustokuutoita;1 rlk juoksevaa hunajaa;rouhittua mustapippuria;1 tl basilikaa;tuoreita yrttejä esim. basilikaa, persiljaa","Hienonna valutettu feta haarukalla kulhon pohjalla. Sekoita joukkoon kermaviili, hunaja, mustapippurirouhetta ja basilikaa. Lisää hienonnettuja tuoreita yrttejä.;Tämä kastike sopii myös vihreälle salaatille.","","","Ei testattu","Gluteiiniton;Munaton","","Grilliruoan/lihan lisäke;Salaatinkastike","Koko vuosi","persilja;basilika","","0","Lisäkeruoka","0","",""
"243","Yrttilevite","200g Kevytlevitettä;100 g rahkaa;100 g raejuustoa;1 ruukku basilikaa;1 dl persiljaa","Hienonna basilika, persilja ja raejuusto sauvasekoittimella. Lisää kevytlevite ja rahka ja sekoita tasaiseksi.","","","Ei testattu","Gluteiiniton;Munaton","","Levite","Koko vuosi","basilika;persilja","","0","Muu","0","",""
"244","Yrttilevite, Tuhti","1 salottisipuli;3 dl pinaattia;3 rkl ruohosipulisilppua;korianterin lehtiä;persiljaa;4 anjovisfileetä;2 pientä maustekurkkua;1 rkl kapriksia;2 valkosipulin kynttä;1 rkl viinietikkaa;2 tl sitruunamehua;1 tl rouhittua mustapippuria;100 g voita tai margariinia;3 rkl oliiviöljyä","Laita lohkottu salottisipuli sekä yrtit kattilaan ja peitä kiehuvalla vedellä. Keitä muutama minuutti ja nosta valumaan talouspaperille. Taputtele yrtit kuivaksi talouspaperilla ja siirrä monitoimikoneen kulhoon. Lisää kulhoon muut raakaaineet öljyä lukuunottamatta ja hienonna tasaiseksi seokseksi leikkuuterällä. Pidä kone käynnissä ja lisää öljy tasaisena nauhana. Käytä levitteenä leivällä tai maustenappina grillatulla kalalla tai pihvillä.","","","Ei testattu","Gluteiiniton;Munaton","","Grilliruoan/lihan lisäke;Levite","Koko vuosi","ruohosipuli;pinaatti;persilja","","0","Lisäkeruoka","0","",""
"246","Kinkku-Sienilisäke","1 tlk (2 dl) kermaviiliä;1 tlk (185 g) herkkusieniä hienonnettuna;100 g savukinkkua suikaloituna;1/4 tl suolaa;1/4 tl mustapippuria;1 nippu ruohosipulia tai 1/2 purjoa hienonnetuna","","","","Ei testattu","Gluteiiniton;Munaton","","Uuniperunan lisäke","Koko vuosi","ruohosipuli","","0","Iltapalaruoka","0","",""
"247","Meksikolainen Uuniperunan Lisäke","1 prk kermaviiliä;1 rkl sitruunamehua;1/4 tl suolaa;2 tl sokeria;1/2 tl mustapippuria;1 rkl chiliketsuppia tai tacokastiketta;2 valkosipulin kynttä;200 g katkarapuja tai kinkkua;1 tl tacomausteseosta;1/2 dl hienonnettua tilliä tai persiljaa;(1 tomaatti pilkottuna)","Sekoita kaikki täytteen ainekset keskenään. Tarkista maku ja anna maustua jääkaapissa perunoiden kypsymisen ajan.","","25.4.2005","Hyvä","Gluteiiniton;Munaton","","Levite;Uuniperunan lisäke","Koko vuosi","persilja;tilli","","0","Iltapalaruoka","0","",""
"248","Paprika-Kinkkutäyte","200 g Valkosipuli -tuorejuustoa;1 rlk sitruunamehua;1/2 tl rouhittua mustapippuria;1 tl sokeria;100 g palvikinkkua;1/2 dl punaista paprikaa;1 rlk sinappia;1 rlk persiljaa","","","15.9.2009","Hyvä","Gluteiiniton;Munaton","","Levite;Uuniperunan lisäke","Koko vuosi","persilja","","0","Iltapalaruoka","0","",""
"249","Porotäyte","1 tlk (200 g) kermaviiliä;n. 80 g savuporoa viipaleina;n.1 dl maustekurkkukuutioita;2 tl sinappia;2 tl ketsuppia;rouhittua mustapippuria","Silppua poro pieneksi silpuksi. Sekoita kermaviilin joukkoon poro, maustekurkkukuutiot, sinappi, ketsuppi ja mustapippuri. Anna täytteen vetäytyä jääkaapissa hetki ennen tarjoilua.","","","Ei testattu","Gluteiiniton;Munaton","Lauri","Uuniperunan lisäke","Koko vuosi","","","0","Iltapalaruoka","0","",""
"250","Tulinen Makkaratäyte","2 sipulia;1-2 valkosipulinkynttä;100 g maustettua makkaraa, esim. salamia;1 rkl voita tai margariinia;1 tl chiliä;3 rkl tomaattisosetta; ripaus cayennepippuria;2 dl Creme Fraichea","Kuori ja hienonna sipulit ja valkosipuli. Leikkaa makkara pieniksi kuutioiksi. Kuullota sipulit miedolla lämmöllä voissa tai margariinissa.;Lisää makkarakuutiot, chili, tomaattisose ja cayennepippuri. Kypsennä hetki ja jäähdytä kulhossa. Sekoita joukkoon Creme Fraiche.","","","Ei testattu","Gluteiiniton;Munaton","","Uuniperunan lisäke","Koko vuosi","","","0","Iltapalaruoka","0","",""
"251","Savukalatäyte","1 prk majoneesia (300 ml);200 g savukalaa;1/2 dl tilliä;1 rkl tomaattisosetta;1 prk ananasmurskaa (137 g);sitruunapippuria;valkopippuria","Sekoita majoneesin joukkoon pilkottu savukala, hienonnettu tilli, tomaattisose ja ananasmurska. Mausta pippureilla.","","","Ei testattu","Gluteiiniton;Munaton","","Uuniperunan lisäke","Koko vuosi","tilli","","0","Iltapalaruoka","0","",""
"252","Chilillä Maustettu Uuniperuna","4 isoa uuniperunaa (esim. Rosamunda);ruokaöljyä;1 punainen chilipaprika;pala purjoa tai 2 kevätsipulia;1 valkosipulin kynsi;1 dl smetanaa tai ranskankermaa;suolaa;juustoraastetta","Pese perunat huolellisesti ja laita ne uuninkestävään vuokaan. Kypsennä uunissa noin 1 h 200 C°. Valmista sillä aikaa kastike. Poista chilipaprikasta siemenet, silppua purjo tai kevätsipulit ja kuori valkosipuli. Pehmitä kasvikset öljyssä paistinpannussa. Lisää murskattu valkosipulin kynsi ja smetana. Jäähdytä. Ota perunat uunista ja leikkaa ohut kansiviipale irti. Hienonna kansipalat ja perunoista koverrettu sisus. Sekoita perunamurske kastikkeen joukkoon ja jaa se koverrettuihin syvennyksiin. Ripottele pinnalle juustoraastetta. Kuorruta 225 C° uunissa noin 5 min.","","","Ei testattu","Gluteiiniton;Sokeriton;Munaton","","Uuniperunan lisäke","Koko vuosi","","","0","Iltapalaruoka","0","",""
"253","Chips & Broileri Lautanen","1 pss (200 g) Tortilla Chips tai Nachips;1/2 grillattu broileri paloina tai paistettuja kanan suikaleita;1 prk Mild Thick n Chunky Salsaa;1/2 pkt (100 g) Philadelphia tuorejuustoa;1/2 prk Green Chiliä;noin 6 dl juustoraastetta;vihreitä oliiveja;(punasilpulia pilkottuna);(paprikaa)","Laita Tortilla Chipsit lautaselle (noin 25 chipsiä /henk). Muut ainekset päälle, juusto päällimmäiseksi. Kuorruta uunissa.","","","Ei testattu","Gluteiiniton;Munaton","","Taco","Koko vuosi","","","0","Iltapalaruoka;Bileruoka","0","",""
"254","Chips & Jauheliha Lautanen","1 pss tortilla chips;400g jauhelihaa;1 pss Taco (tai Chili) Seasoning Mix mausteseosta;1 1/2 dl vettä;4 dl juustoraastetta;;Koristeluun;suikaloitua salaattia;kuutioitua sipulia;1/2 paprikaa;2 kuutioitua tomaattia;mustia oliiveja;2 dl kermaviiliä;Thick n Chunky Salsaa","Paista jauheliha voissa pannulla. Lisää mausteseos ja vesi. Sekoita. Anna hautua 10 15 mm tai kunnes vesi on haihtunut. Laita Nachipsit lautaselle (noin 16 chipsiä / henk).;Levitä jauhehhaseos chipsien päälle. Ripottele päällejuustoraastetta. Lämmitä lautanen uunissa, 225°C, noin 5 min tai mikrossa noin 1 min, kunnesJuusto on sulanut.;Koristele lisukkeilla. Lisää Thickn Chunky Salsaa.","","","Hyvä","Gluteiiniton;Munaton","","Taco","Koko vuosi","","","0","Iltapalaruoka;Bileruoka","0","",""
"255","Cocktail-Lihapyörykät Ja Avokadokastike","400 g naudan jauhelihaa;1 dl (50 g) sipulikuutioita;1/2 rkl öljyä;1 kananmuna;1/2 tl suolaa;1/2 tl mustapippuria;1 tl basilikaa tai oreganoa;n.1l dl aurinkokuivattuja tomaatteja hienonnettuna;;Avokadokastike;2 kypsää avokadoa;2 tomaattia;1/2 sipulia;1/2 sitruunan mehu;1/4 tl suolaa;l - 2 valkosipulinkynttä;1/2 -1 tuoretta chilipalkoa","Valuta ja hienonna aurinkokuivatut tomaatit tai kaprikset. Kypsennä sipulikuutioita mikrossa tilkassa öljyä noin minuutti. Sekoita muna, mausteet, sipulikuutiot ja aurinkokuivatut tomaatit tai kaprikset jauhelihan joukkoon tasaiseksi taikinaksi. Muotoile taikinasta öljytyin käsin noin 30 kappaletta pieniä lihapyöryköitä (halkaisija n. 3 cm) pellille leivinpaperin päälle. Kypsennä 225 asteen uunilämmössä noin 10 minuuttia.;;Kastikkeen valmistus;Halkaise avokadot ja poista siemenet. Koverra hedelmäliha kuorista lusikalla ja sekoita kaikki ainekset tehosekoittimessa tai monitoimikoneessa. Tarjoa pyörykät lämpimänä tai kylmänä voileipäpöydässä paloiteltujen dippivihannesten ja avokadokastikkeen kanssa.","","","Ei testattu","Laktoositon;Gluteiiniton","","Suolapala","Koko vuosi","","","0","Iltapalaruoka;Bileruoka","0","",""
"256","Yrttikastike","1 prk (200 g) kermaviiliä;2 rkl sitruunan mehua;1/2 nippua tilliä hienonnettuna;1/2 nippua ruohosipulia hienonnettuna;tuoretta basilikaa, oreganoa tai rakuunaa hienonnettuna;1/4 tl suolaa ;mustapippuria;1/2 tl sokeria","","","","Ei testattu","Gluteiiniton;Munaton","","Dippikastike;Suolapala","Koko vuosi","ruohosipuli;basilika;tilli","","0","Muu","0","",""
"257","Avokadokastike","2 kypsää avokadoa soseutettuna;1 prk (150 g) ranskankermaa;1-2 rkl sitruunamehua;1/4 tl suolaa;1/4 tl sitruunapippuria","","","","Ei testattu","Gluteiiniton;Munaton","Lauri","Dippikastike","Koko vuosi","","","0","Muu","0","",""
"258","Sinihomejuusto-Kastike","2 dl maustamatonta tai Bulgarian jogurttia;50 g sinihomejuustoa hienonnettuna;1 rkl hienonnettua, tuoretta timjamia","","","","Ei testattu","Gluteiiniton;Munaton","","Dippikastike","Koko vuosi","","","0","Bileruoka","0","",""
"259","Punainen Kastike","1 prk (200 g) ranskankermaa;1/2 dl chilikastiketta;1 tl paprikajauhetta","","","","Ei testattu","Gluteiiniton;Munaton","","Dippikastike","Koko vuosi","","","0","Bileruoka","0","",""
"260","Kinkku Taco","12 kpl Taco Shells -kuoria;1 pala purjosipulia ohuina siivuina, n. 50 g;300-400 g savukinkkua;1 rkl voita tai margariinia;2 dl Creme Fraichea;2 rkl Green Chiliä;1/2-1 pss Chili Seasoning Mix mausteseosta;juustoraastetta;tomaattia;paprikaa;lehtisallaattia;(avocadoa)","Paista purjosipuli ja siivutettu kinkku voissa. Sekoita Creme Fraiche joukkoon. Mausta Green Chilillä ja mausteseoksella. Lämmitä Taco kuoret uunissa, 175°C, 5 min tai mikrossa n. 30 sek. 5. Täytä Taco kuoret kuumalla kinkkuseoksella, lisää oman maun mukaan juustoraastetta, kuutiotua tomaattia ja paprikaa, lehtisalaattia, avocadoviipaleita, kermaviiliä, Old El Paso Green Chiliä. Lisää kaiken kukkuraksi Taco Saucea tai Picante Salsaa.","","","Ei testattu","Gluteiiniton;Munaton","","Taco","Koko vuosi","","","0","Iltapalaruoka;Bileruoka","0","",""
"261","Texas Nachos","1 pss Nachips;1 dl juustoraastetta;1 prk Green Chiliä;1 prk Taco Sauce tai Picante Salsa kastiketta;kermaviiliä tai Guacamolea","Laita 20 Nachipsia uunipellille leivinpaperin päälle. Ripottele päälle juustoa. Lisää Green Chili, ja Taco Sauce tai Picante Salsa. Kuumenna uunissa, 225°C, noin 5 min tai kunnes juusto on sulanut. Tarjoile kermaviilin tai Guacamolen kera. Nachoset ovat mainioita cocktailja alkupaloina","","","Ei testattu","Gluteiiniton;Munaton","","Suolapala;Taco","Koko vuosi","","","0","Alkuruoka","0","",""
"262","Nachos","300 g jauhelihaa;1 pieni purjo;1-2 rkl Meijerivoita;1 prk tomaattimurskaa;2 valkosipulin kynttä;1 rkl tacomaustetta;1/2 prk (227/120 g) chiliviipaleita;1 rkl limetti- tai sitruunamehua;1/2 d suolaa;1/2 tl sokeria;;Cheddarjuustokastike;2 rkl Meijerivoita;1 1/2 rkl vehnäjauhoja;2 dl Maitoa;1 pkt (170 g) McCadam Mild Cheddaria;;Tarjoiluun;maissilastuja","Paista jauheliha ja viipaloitu purjo voissa. Lisää muut ainekset ja anna kiehua hiljalleen sakeaksi. Valmista juustokastike. Kiehauta jauhot voissa, lisää maito ja sekoita tasaiseksi. Kuumenna koko ajan sekoittaen ja anna kiehua muutama minuutti. Lisää raastettu juusto ja sekoita, kunnes juusto on sulanut. Tarjoa jauhetihahöystö juustokastikkeen ja maissilastujen kanssa.","","","Ei testattu","Munaton","","Taco","Koko vuosi","","Meksiko","0","Bileruoka","0","",""
"263","Fajitas","1 pkt (8 kpl) vehnätortilloja;;Täyte;400 g broilerin rintafileitä;1-2 rkl Meijerivoita;1-2 tl chilimausteseosta 2 valkosipulin kynttä;1 iso salaattisipuli;muutamia säilöttyjä chilejä;1 pkt McCadam Pepper Jack -juustoa;1 pieni jäävuorisalaattikerä;4 kypsää tomaattia;1 pussi pakastemaissia;1 tlk meksikolaissalsaa;1 prk Kermaviiliä","Suikaloi broileri ja ruskista voissa. Mausta chilimausteseoksella ja valkosipulilla. Hauduta kypsäksi kannen alla. Mausta tarvittaessa suolalla. Jäähdytä. Leikkaa sipuli pieniksi kuutioiksi, viipaloi chilit, suikaloi juusto ja salaatti, lohko tomaatit ja sulata maissi. Asettele ainekset ryhmittäin isolle vadille. Kaada salsa ja kermaviilikastike tarjolle pieniin kulhoihin. Tarjoa ainekset lämmitettyjen tortillojen kanssa.","","","Ei testattu","Munaton","","Taco","Koko vuosi","","","0","Pääruoka","0","",""
"264","Tiristetyt Muikut","500 g puhkottuja muikkuja tai silakkaa;;Tiristystaikina ;2 dl kivennäisvettä;2 munaa;2 1/2 dl vehnäjauhoja;1/2 tl suolaa;öljyä","Vatkaa taikinan munat kevyesti ja lisää muut aineet. Kuumenna öljy kattilassa 180 asteeseen. Kasta kuivatut muikut tiristystaikinaan ja kypsennä ne kuumassa öljyssä nopeasti kullanruskeiksi ja rapeiksi. Nosta öljystä reikäkauhalla talouspaperin päälle. Tarjoa heti esim. ruistacon sisässä kermaviilikastikkeen kera.","","","Ei testattu","Munaton","","Kalaruoka","Koko vuosi","","","0","Pääruoka","0","",""
"265","Ruistacot","n. 3 1/2 dl ruisjauhoja;n. 1 1/2 dl vehnäjauhoja;n. 2 dl vettä;ripaus suolaa","Sekoita aineet keskenään tiiviiksi taikinaksi. Tee taikinasta tanko ja jaa se pieniin paloihin. Kauli paloista ruisjauhoja apunakäyttäen ohuita pyöreitä pohjia (O 10 cm). Paista kuumalla pannulla ruskeapilkullisiksi molemmin puolin. Voitele vesirasvaseoksella, pidä lämpimänä ja kääri täyte sisään.","","","Ei testattu","Munaton","","Kalaruoka;Taco","Koko vuosi","","","0","Pääruoka","0","",""
"266","Herkkukastike","1 dl kermaviiliä;sinappista kurkkusalaattia;paprikakuutioita;timjamia","Sekoita aineet keskenään ja tarjoa tacojen + tiristettyjen muikkujen kera.","","","Ei testattu","Gluteiiniton;Munaton","","Kastike","Koko vuosi","","","0","Muu","0","",""
"267","Burritot","Tortillakuoret;noin 2 1/2 dl vehnäjauhoja;noin 2 1/2 dl keltaisia maissijauhoja;2 dl vettä;ripaus suolaa;;jauheliha-paputäyte ;1 pkt pekonia ;1 sipuli ;300-400 g jauhelihaa;1/2 tl suolaa;1 pussi tacomaustetta;1 tlk papuja tomaattikastikkeessa ;;Lisäksi;suikaloitua jäävuorisalaattia;tomaattikuutioita;sipulisuikaleita;(ranskankermaa tai kermaviiliä);juustoraastetta;salsakastiketta ;(jalopenoja)","Sekoita jauhot, vesi ja j suola tasaiseksi, kiinteäksi taikinaksi. Jaa taikina 12 osaan. Taputtele osat palloiksi ja kauli ne jauhotetulla pöydällä livan ohuiksi kuoriksi. Paista kuoria kuivassa, kuumassa pannussa noin 1/2 minuuttia molemmilta puolilta. Pane valmiit kuoret muovipussiin, jotta ne säilyvät pehmeinä.;;Hienonna täytteeseen pekoni ja sipuli. Ruskista ensin pekoni. Hauduta sipuli pehmeäksi pekonista irronneessa rasvassa. Ruskista jauheliha. Mausta seos ja lisää pavut. Hauduta noin 10 minuuttia. Täytä burritot valmiiksi tai pane kuoret ja lisäkkeet tarjolle erikseen.","","18.4.2004","Hyvä","Laktoositon;Munaton","","Taco","Koko vuosi","","","0","Pääruoka","0","",""
"268","Guacamole","2 kypsää avokadoa ;2 tomaattia;1/2 sipulia;1/2 sitruunan mehu;1/4 tl suolaa;1 - 2 valkosipulin kynttä;1 - 2 thaichiliä / jauhetta","Halkaise avokadot ja poista siemenet. Koverra hedelmäliha kuorista lusikalla ja sekoita kaikki ainekset tehosekoittimessa tai monitoimikoneessa. Tarjoa guacamolea dippikastikkeena tai salaatin kanssa.","","","Ei testattu","Laktoositon;Gluteiiniton;Munaton","","Taco","Koko vuosi","","","0","Muu","0","",""
"269","Tacot","Tacokuoret;2 dl perunajauhoja;2 dl vehnäjauhoja;2 dl vettä;1/2 tl suolaa ;1/2 tl paprikajauhetta;;jauhelihatäyte;400 g jauhelihaa;1 iso sipuli (120 g);1 rkl rypsiöljyä;1 pss tacomausteseosta;1 tlk säilykepapuja (425 g / 225 g)","Lisää jauhoihin mausteet ja vesi. Sekoita taikina tasaiseksi. Jaa taikina kymmeneen osaan ja kauli palat jauhoitetulla leivinpöydällä pyöreiksi (halkaisija 18 cm), ohuiksi levyiksi. Älä pinoa päällekäin Paista pannulla ilman rasvaa kullan vaaleiksi. Säilytä tacokuoria muovipussissa, niin ne pysyvät pehmeinä. Lämmitä mikrossa tai uunissa ennen täytteellä täyttämistä, näin kuoret myös pehmenevät hiukan.;;Ruskista jauheliha ja sipuli öljyssä. Lisää mausteseos ja pavut.;;Täytä tacokuori kypsennetyllä, kuumalla jauhelihasipuliseoksella ja suikaloidulla amerikansalaatilla.","","","Ei testattu","Munaton","","Taco","Koko vuosi","","","0","Iltapalaruoka;Bileruoka","0","",""
"270","Salsa-Kastike","1 tlk (400 g) tomaattimurskaa;1 sipuli;1 tlk (100 g) säilöttyä, hienonnettua vihreää chiliä;tai pala punaista tai vihreää cilipaprikaa;50 g vihreitä, kivettömiä oliiveja;1/4 tl cayennepippuria","Mittaa ainekset tehosekoittimeen tai monitoimikoneeseen ja sekoita tasaiseksi.","","","Ei testattu","Gluteiiniton;Munaton","","Taco","Koko vuosi","","","0","Muu","0","",""
"271","Gratinoitu Tacovati","6-10 tasakokoista tomaattia;150 g kermajuustoa tai cheddaria ;mustapippuria;suolaa ;4-8 tacokuorta;1 tölkki tonnikalaa öljyssä;1 punasipuli;3-4 viipaletta tuoretta chiliä tai muutama tippa chilikastiketta ;4 rkl kevytmajoneesia","Leikkaa tomaatteihin syvät viillot niin, että viipaleet jäävät kiinni tomaatin pohjaosaan. Laita jokaiseen väliin ripaus mustapippuria, suolaa japieni juustoviipale. Pane tomaatit uunivadille. Säästä yksi tai kaksi tomaattia tonnikalatäytettä varten. Valuta öljy tonnikalasta ja hienonna se pieniksi paloiksi. Leikkaa punasipuli ja chili pieniksi kuutioiksi ja lisää kaIan joukkoon. Leikkaa jäljelle jäänyt tomaatti neljään osaan, poista siemenet, leikkaa malto pieniksi kuutioiksi ja lisää kalan joukkoon. Notkista kalatäyte majoneesilla ja käytä lisäksi kalan öljyä tarpeen mukaan. Jaa kalatahna tacojen täytteeksi ja aseta tacot vadille tomaattien väliin. Pane vati 10 minuutiksi 225 asteiseen uuniin kuumenemaan.;;Ota vati esiin ja lisää myös tacojen täytteelle juustoa ja pane ruoka uudelleen uuniin niin pitkäksi aikaa, että juusto ruskistuu.;;Vinkki;Tacojen täytteeksi voit käyttää myös kinkkuviipaleita, joiden pinnalle levität sipulia, chiliä ja juustoa. Kääri rullalle, pujota tacokuoren väliin ja kuumenemaan Nopea täyte tulee myös valmiista kinkku kuutioista, jotka on tarkoitettu pizzojen pinnalle.","","","Ei testattu","Munaton","","Taco","Koko vuosi","","","0","Iltapalaruoka;Bileruoka","0","",""
"272","Tom Collins / Ivan Collins","Gin / Tom ja Vodka / Ivan;Sitruunanmehu;Sokeriliemi","","","","Ei testattu","Gluteiiniton;Munaton","","Drinkki","Koko vuosi","","","0","Juoma","0","",""
"273","Kuulalaakeri","2 cl jaloviinaa;2 cl arrakkipunssia","","","","Ei testattu","Gluteiiniton;Munaton","","Drinkki","Koko vuosi","","","0","Juoma","0","",""
"274","Detox","Persikkalikööri;Karpalomehu;Vodka","Rakenne kerroksittain y.m. järjestyksessä","","3.10.2008","Hyvä","Laktoositon;Gluteiiniton;Munaton","","Drinkki","Koko vuosi","","","0","Juoma","0","",""
"275","Caipiroska","Limen mehua;sokeria;jäämurskaa;vodkaa","","","","Ei testattu","Gluteiiniton;Munaton","","Drinkki","Koko vuosi","","","0","Juoma","0","",""
"276","Konjakkipaukku","konjakkia;tonicia;limeä","","","","Ei testattu","Gluteiiniton;Munaton","","Drinkki","Koko vuosi","","","0","Juoma","0","",""
"277","Helena","java Frezzaa;vadelmalikööriä;jaloviinaa","","","","Ei testattu","Gluteiiniton;Munaton","","Drinkki","Koko vuosi","","","0","Juoma","0","",""
"278","Sex On The Beach","vodkaa;persikkalikööriä;karpalomehua;appelsiinimehua","","","","Ei testattu","Gluteiiniton;Munaton","","Drinkki","Koko vuosi","","","0","Juoma","0","",""
"279","Voinen Tagliatelle Tryffelilastujen Kera","300-400 g tagliatelleä;öljyä;suolaa;;kastike;100 g voita;1/2 dl lihalientä;50 g vastaraastettua parmesaania;mustapippuria;suolaa;ripaus muskottipähkinää;tryffeliä","Sulata voi kookkaassa kasarissa, lisää lihaliemi, juusto ja mausteet. Keitä miedolla lämmöllä 5 min koko ajan sekoittaen.;Kypsennä samaan aikaan pasta hampaissa tuntuvaksi reilussa vesimäärässä, johon on lisätty suolaa ja tilkka öljyä. Valuta ja sekoita kastikkeen joukkoon. Jos pasta tuntuu kuivalta, lisää pari ruokalusikallista pastan keitinvettä. Annostele lautasille, vuole pinnalle runsaasti ohuita tryffelilastuja ja vie heti pöytään.;;Tämä voinen pastakastike on herkkua ilman tryffeliäkin. Jos saat tryffeliöljyä, muutama tippa sitä kastikkeessa antaa pastalle piemontelaisen säväyksen.","","","Ei testattu","Gluteiiniton;Munaton","Lauri","Pasta","Koko vuosi","","","0","Pääruoka","0","",""
